CountryCode,SeriesCode,DESCRIPTION
"PHL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PHL","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"PHL","IT.MLT.MAIN.P2","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC)."
"PHL","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PHL","IT.NET.BBND","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC)."
"PHL","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PHL","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"PHL","IT.CEL.SETS","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC)."
"PHL","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PHL","IT.NET.USER.ZS","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC)."
"PHL","MS.MIL.XPND.ZS","1960-2002, 2004 & 2014 SIPRI estimates."
"PHL","VC.IHR.PSRC.P5","Changes in definitions and/or counting rules are reported by the Member State to indicate a break in the time series."
"PHL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PHL","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"PHL","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PHL","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"PHL","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"PHL","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PHL","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PHL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PHL","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PHL","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PHL","MS.MIL.XPND.GD.ZS","1960-2002, 2004 & 2014 SIPRI estimates."
"PHL","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"PHL","IT.CEL.SETS.P2","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC)."
"PHL","MS.MIL.XPND.CN","1960-2002, 2004 & 2014 SIPRI estimates."
"PHL","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Including nationals residing abroad."
"PHL","DT.DOD.DECT.CD","Long-term public and publicly guaranteed, long-term private nonguaranteed, and short-term debt data for 2024 are based on reports provided by the country. Long-term private nonguaranteed debt data no longer include unregistered debt and are revised from 2005 based on the reports provided by the country."
"PHL","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"PHL","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"PHL","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PHL","IT.MLT.MAIN","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC)."
"PHL","MS.MIL.XPND.CD","1960-2002, 2004 & 2014 SIPRI estimates."
"PHL","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PHL","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"PHL","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"PHL","IT.NET.BBND.P2","Philippine Long Distance Telephone Company (PLDT). From 2000: National Telecommunications Commission (NTC)."
"PLW","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"PLW","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30."
"PLW","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"PLW","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders. Air arrivals (Palau International Airport)."
"PLW","SP.DYN.LE00.FE.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics"
"PLW","SP.DYN.TFRT.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics"
"PLW","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"PLW","SP.DYN.CDRT.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics"
"PLW","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30."
"PLW","SP.DYN.LE00.MA.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics"
"PLW","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"PLW","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30."
"PLW","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"PLW","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30."
"PLW","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30."
"PLW","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1998-2004: country data. Fiscal years ending September 30."
"PLW","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PLW","SP.DYN.CBRT.IN","Data source: Bureau of Budget and Planning, Office of Planning and Statistics"
"PLW","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PNG","IT.MLT.MAIN.P2","Telikom PNG. Papua New Guinea Telecommunication Authority"
"PNG","DT.DOD.DECT.CD","Long-term public and publicly guaranteed and long-term private nonguaranteed debt data for 2024 are based on reports provided by the country. Short-term debt for 2024 is based on data from the BIS. DSSI eligible and participating in 2020 and 2021."
"PNG","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"PNG","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"PNG","IT.NET.USER.ZS","Telikom PNG. Papua New Guinea Telecommunication Authority"
"PNG","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PNG","EG.FEC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"PNG","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PNG","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"PNG","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PNG","SM.POP.NETM","Data source: United Nations World Population Prospects"
"PNG","IT.CEL.SETS.P2","Telikom PNG. Papua New Guinea Telecommunication Authority"
"PNG","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"PNG","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PNG","SP.POP.GROW","Data source: United Nations World Population Prospects"
"PNG","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"PNG","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"PNG","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"PNG","EG.ELC.RNEW.ZS","Sources: UN Energy Statistics (2014)"
"PNG","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"PNG","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"PNG","IT.CEL.SETS","Telikom PNG. Papua New Guinea Telecommunication Authority"
"PNG","IT.NET.BBND.P2","Telikom PNG. Papua New Guinea Telecommunication Authority"
"PNG","IT.NET.BBND","Telikom PNG. Papua New Guinea Telecommunication Authority"
"PNG","IT.MLT.MAIN","Telikom PNG. Papua New Guinea Telecommunication Authority"
"PNG","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"PNG","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PNG","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"PNG","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"PNG","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"POL","IS.RRS.GOOD.MT.K6","Source: OECD"
"POL","MS.MIL.XPND.CN","1981-1984 SIPRI estimates."
"POL","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"POL","MS.MIL.XPND.GD.ZS","1981-1984 SIPRI estimates."
"POL","TM.TAX.MANF.WM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"POL","SP.DYN.LE00.FE.IN","Data source: Eurostat, Statistics Poland"
"POL","SP.POP.GROW","Data source: Eurostat"
"POL","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. 1995-1999: country data."
"POL","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists)."
"POL","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"POL","TM.TAX.MRCH.WM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"POL","IT.CEL.SETS.P2","Telekomunikacja Polska S.A. (TP). Office of Electronic Communications."
"POL","TM.TAX.TCOM.BC.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"POL","SP.DYN.CBRT.IN","Data source: Eurostat"
"POL","SM.POP.NETM","Data source: United Nations World Population Prospects"
"POL","TM.TAX.MRCH.BC.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
